title,author,date_altered,content
Major coup for Taliban as fighters take Afghan city of Kunduz,Akhtar Mohammad Makoii,Sun 8 Aug 2021 22.49 BST,The Taliban have claimed a huge symbolic victory after their fighters seized a large city for the first time in northern 
