title,author,date_altered,content
Le passe sanitaire sera valide avec un test de moins de 72 heures à partir de lundi,Le Monde avec AFP et Reuters,"Publié hier à 00h31, mis à jour hier à 21h46","Des assouplissements et des précisions. A la veille de l’entrée en vigueur de l’extension du passe sanitaire, le ministre de la santé, Olivier Véran, a annoncé, "
