title,author,date_altered,content
"
			Italy’s ‘green pass’ boosts vaccine uptake while the right grumbles		","
			Hannah Roberts		","
			August 6, 2021		",ROME — Getting between Italians and their morning trip to the espresso bar is no joke. 
